transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,transaction_date_parsed,transaction_year,transaction_month,transaction_month_name,transaction_quarter,email_masked,phone_masked,data_source,category_standard,standard_price,revenue
5465,1420,Debra Short,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-06 00:00:00,5,Netbanking,0.4,successful,2026-01-06,2026,1,January,Q1,28bd9d088fb995573efb86a982e4b1472eec13119aeb4f21f137a4bdee6048ed,XXXXXX9181,retail_data2,Furniture,50000,150000.0
5466,1957,Curtis Fischer,105,45000.0,TV,Electronics,offline,Bangalore,2025-10-16 00:00:00,2,Card,0.1,successful,2025-10-16,2025,10,October,Q4,e450c2aef8962811578b158c8340a1e014784968e940ddc375d01e3f51b7f525,XXXXXX2797,retail_data2,Electronics,45000,81000.0
5467,1231,Bianca Webb,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-09-10 00:00:00,5,Upi,0.35,successful,2025-09-10,2025,9,September,Q3,fac1b41f193034dec6539b4769f59309a7c0b426c8f78183232ef8a791d6c422,XXXXXX3593,retail_data2,Home Appliances,15000,48750.0
5468,1028,Katie Robbins,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-05-01 00:00:00,5,Netbanking,0.25,successful,2025-05-01,2025,5,May,Q2,2bbde5ca86108642b2fd42fb58b34cecc16b821c0ff6eda291907f0cb3975bf8,XXXXXX6902,retail_data2,Electronics,250000,937500.0
5469,1957,Curtis Fischer,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-07-12 00:00:00,5,Card,0.4,successful,2025-07-12,2025,7,July,Q3,e450c2aef8962811578b158c8340a1e014784968e940ddc375d01e3f51b7f525,XXXXXX2797,retail_data2,Home Appliances,15000,45000.0
5470,1804,Beth Berry,102,70000.0,Phone,Electronics,offline,Bangalore,02-21-2026,5,Cash,0.25,successful,2026-02-21,2026,2,February,Q1,4426a1547d219759ecaa339fe34516aebae3e53501951b47da9fff6d9f615077,XXXXXX0621,retail_data2,Electronics,70000,262500.0
5471,1265,Jane Hines,110,45000.0,Microwave,Home Appliances,online,Chennai,04-14-2026,4,Card,0.15,successful,2026-04-14,2026,4,April,Q2,a7f7f086178bb68488c549e47b8abd1c351aa296539d3552256f1b1c40ac6ada,XXXXXX3607,retail_data2,Home Appliances,45000,153000.0
5472,1008,James Barnes,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-08-13 00:00:00,4,Netbanking,0.3,successful,2025-08-13,2025,8,August,Q3,22a9dec329f9d67b5512acda5c4c212774f46be86490d7125d56decb2e1938c7,XXXXXX6407,retail_data2,Home Appliances,65000,182000.0
5473,1374,Anthony Kelley,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-03-29 00:00:00,3,Cash,0.1,successful,2026-03-29,2026,3,March,Q1,b9bd81958b031c93549dc8dc48c1f1a362239e0c9f3af9d49b29390d59077779,XXXXXX1208,retail_data2,Furniture,50000,135000.0
5474,1501,Jeffery Bird,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-11-07 00:00:00,2,Cash,0.05,successful,2025-11-07,2025,11,November,Q4,224f5cb2f5b9d991268075e7c38dffac027e240a7ea234a9731cb6f9ef69dd81,XXXXXX2476,retail_data2,Home Appliances,45000,85500.0
5475,1102,Christine Cooper,106,80000.0,Sofa,Furniture,offline,Hyderabad,02-25-2026,2,Netbanking,0.05,successful,2026-02-25,2026,2,February,Q1,8a6999ddfe4e41b6139935639b304c261979c676b01427ebc6dac75ef34f8f9b,XXXXXX8130,retail_data2,Furniture,80000,152000.0
5476,1477,Leah Mitchell,103,1300.0,Shirt,Clothing,offline,Chennai,2025-09-08 00:00:00,5,Card,0.2,successful,2025-09-08,2025,9,September,Q3,df75f33cfdd5a65c50da340e98c97427f15aa7068672ea01c2d678a97d0375b0,XXXXXX8841,retail_data2,Clothing,1300,5200.0
5477,1057,Casey Stone,104,8000.0,Shoes,Clothing,online,Mumbai,2025-12-27 00:00:00,4,Cash,0.05,successful,2025-12-27,2025,12,December,Q4,b33af8fe390e30b9bc246aa930007f6d28bc17c5b71cec2d055498e0c1c11044,XXXXXX8092,retail_data2,Clothing,8000,30400.0
5478,1047,William Melendez,106,80000.0,Sofa,Furniture,online,Delhi,2025-05-04 00:00:00,5,Netbanking,0.2,successful,2025-05-04,2025,5,May,Q2,076e66069d7fe2d63d57bf1fa7260de3f5887984bb60a911ae0a677b4bdc57d4,XXXXXX1992,retail_data2,Furniture,80000,320000.0
5479,1836,Valerie Hayes,110,45000.0,Microwave,Home Appliances,offline,Chennai,01-17-2026,2,Cash,0.4,successful,2026-01-17,2026,1,January,Q1,25e19a48c41bccd8a081eb67d6812ec6fbd7de338c4346eca7a0781e64994284,XXXXXX8769,retail_data2,Home Appliances,45000,54000.0
5480,1442,Donna Jackson,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2026-06-04 00:00:00,4,Card,0.05,successful,2026-06-04,2026,6,June,Q2,8b0f87cac1106f762a239d248590cc4586097eb264f262bb40c83af1afe84caa,XXXXXX5285,retail_data2,Home Appliances,65000,247000.0
5481,1965,Ana Ross,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2026-03-13 00:00:00,5,Card,0.2,successful,2026-03-13,2026,3,March,Q1,20ec8df9484375502366a07a7e1e9d72732ba63a8c24625db67865202c910dda,XXXXXX3396,retail_data2,Home Appliances,15000,60000.0
5482,1715,Justin Lin,105,45000.0,TV,Electronics,offline,Hyderabad,07-25-2025,3,Card,0.25,successful,2025-07-25,2025,7,July,Q3,43d6b28105f0d2145469b2a81050b8e96199c4076b162a064e4bc139ad8bacc2,XXXXXX2029,retail_data2,Electronics,45000,101250.0
5483,1866,Michelle Mitchell,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-11-17 00:00:00,2,Cash,0.2,successful,2025-11-17,2025,11,November,Q4,3a12df97616831be66f9df95a1b232192bc1a68487d15a348de052166110cccb,XXXXXX5684,retail_data2,Home Appliances,45000,72000.0
5484,1683,Rachel King,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-06-08 00:00:00,5,Cash,0.1,successful,2025-06-08,2025,6,June,Q2,fd118156c63c0da74e882d5cef49c23812e9ea53244605745f2472c87f15313e,XXXXXX1620,retail_data2,Home Appliances,45000,202500.0
5485,1783,Cynthia Galvan,106,80000.0,Sofa,Furniture,online,Delhi,2025-10-10 00:00:00,3,Cash,0.05,successful,2025-10-10,2025,10,October,Q4,27bff2c4275937fc5ec86d53ff8dc439892b07f048e84193781490a04c776e87,XXXXXX4769,retail_data2,Furniture,80000,228000.0
5486,1575,Virginia Pacheco,103,1300.0,Shirt,Clothing,offline,Chennai,2025-09-08 00:00:00,4,Cash,0.15,successful,2025-09-08,2025,9,September,Q3,b95320403f795a475eacbdc9d86c1b3b8ea33d69eaa4b95fb23448c51c2e207f,XXXXXX7456,retail_data2,Clothing,1300,4420.0
5487,1140,Jessica Underwood,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-10-07 00:00:00,3,Cash,0.15,successful,2025-10-07,2025,10,October,Q4,5f840fb7c25da1325a2eca51abea36dfe49450e51d72a949af22b48a35450c75,XXXXXX5486,retail_data2,Furniture,50000,127500.0
5488,1836,Valerie Hayes,105,45000.0,TV,Electronics,offline,Chennai,2026-02-28 00:00:00,5,Cash,0.15,successful,2026-02-28,2026,2,February,Q1,25e19a48c41bccd8a081eb67d6812ec6fbd7de338c4346eca7a0781e64994284,XXXXXX8769,retail_data2,Electronics,45000,191250.0
5489,1954,Travis Kerr,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-09-01 00:00:00,5,Netbanking,0.4,successful,2025-09-01,2025,9,September,Q3,927d2e0b7302d9e66cb1a441df81c08b2c2fc6835d333aac0db880db1205ac3e,XXXXXX3103,retail_data2,Home Appliances,15000,45000.0
5490,1505,Edgar Jones,103,1300.0,Shirt,Clothing,offline,Mumbai,06-16-2025,1,Cash,0.1,successful,2025-06-16,2025,6,June,Q2,290ad9acc884937f04fb166b4c24b79e35abf419d35c1479064d502d75f9771f,XXXXXX0723,retail_data2,Clothing,1300,1170.0
5491,1276,Thomas Williamson,101,250000.0,Laptop,Electronics,offline,Mumbai,2026-03-26 00:00:00,4,Card,0.25,successful,2026-03-26,2026,3,March,Q1,e237e7a066e745f79211f0f709a966e8fc752511449628a29d51c62180a1a075,XXXXXX4137,retail_data2,Electronics,250000,750000.0
5492,1128,Autumn Morgan,105,45000.0,TV,Electronics,online,Chennai,2025-10-14 00:00:00,1,Cash,0.25,successful,2025-10-14,2025,10,October,Q4,fb05a1b543228d80f4daecad2044690c29f844d07d8fd3de5634fb9b9b25dbbf,XXXXXX7806,retail_data2,Electronics,45000,33750.0
5493,1799,Matthew Rodriguez,105,45000.0,TV,Electronics,online,Bangalore,2025-11-16 00:00:00,2,Cash,0.4,successful,2025-11-16,2025,11,November,Q4,2d34f7d78aee6505b6d53b07413e4d128f65079768f67dfd2da7e97ebf138e35,XXXXXX0699,retail_data2,Electronics,45000,54000.0
5494,1439,Tyrone Brown,102,70000.0,Phone,Electronics,online,Chennai,2025-12-20 00:00:00,1,Cash,0.35,successful,2025-12-20,2025,12,December,Q4,6e267d22d3ca8cacccb36ddcd480a3bcbe944e83992110915872ee49a7985891,XXXXXX5474,retail_data2,Electronics,70000,45500.0
5495,1089,Jessica Avila,104,8000.0,Shoes,Clothing,online,Bangalore,2025-09-04 00:00:00,5,Cash,0.4,successful,2025-09-04,2025,9,September,Q3,8ca13d32c7100ef87ec1337c60f9b7500e73253dbb2cef179cbfb4ac79abe7fb,XXXXXX7057,retail_data2,Clothing,8000,24000.0
5496,1879,Carol Lane,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-04-27 00:00:00,4,Upi,0.05,successful,2025-04-27,2025,4,April,Q2,a628dcd0f5548b039f4d99d1a91e456400f032387174f0fb6a3087e4873fba31,XXXXXX4002,retail_data2,Furniture,50000,190000.0
5497,1978,Carl Gardner,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-08-07 00:00:00,3,Card,0.4,successful,2025-08-07,2025,8,August,Q3,0a36e2dc65e533931a816c4536873d0dc86ee2e43956c13670298469b1355543,XXXXXX7866,retail_data2,Home Appliances,45000,81000.0
5498,1316,Carmen Hernandez,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-11-05 00:00:00,2,Card,0.3,successful,2025-11-05,2025,11,November,Q4,4110a6c413a2ae1f3bc20a68c2639803e12eab648373f2c55869119e2d53bd25,XXXXXX5124,retail_data2,Home Appliances,15000,21000.0
5499,1926,David Johnson,107,50000.0,Dining Table,Furniture,online,Bangalore,02-24-2026,1,Card,0.35,successful,2026-02-24,2026,2,February,Q1,2956cd9987384029dbdcb12002b16b923f53de69e3b981390f5c5e3acdcf0d1d,XXXXXX7388,retail_data2,Furniture,50000,32500.0
5500,1488,Jeffrey Woods,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-07-07 00:00:00,1,Netbanking,0.3,successful,2025-07-07,2025,7,July,Q3,6783454dfae0d9eab2ef04a582b62cb55139390e18eadfac5f2c256a1e1213c9,XXXXXX9014,retail_data2,Electronics,250000,175000.0
5501,1497,Angela Wheeler,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-05-06 00:00:00,1,Upi,0.05,successful,2025-05-06,2025,5,May,Q2,554945c957e38860ba738cf7ef86a489ed2188b45de6415039e14f15fa412ffa,XXXXXX3954,retail_data2,Home Appliances,15000,14250.0
5502,1436,Charles Osborne,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-12-19 00:00:00,1,Netbanking,0.1,successful,2025-12-19,2025,12,December,Q4,a1fdfa92807309e9fc812f9cc2b6bec05355214f823936fed62342bc22e4e17d,XXXXXX0902,retail_data2,Clothing,8000,7200.0
5503,1241,Maureen Daniels,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-30 00:00:00,2,Card,0.1,successful,2025-07-30,2025,7,July,Q3,a537c6d2ffcf462f33e765bca0e140704581ef3857f9158cda95c25e3474ead5,XXXXXX8741,retail_data2,Home Appliances,45000,81000.0
5504,1139,Eric Hunter,101,250000.0,Laptop,Electronics,offline,Delhi,2026-07-02 00:00:00,5,Cash,0.05,successful,2026-07-02,2026,7,July,Q3,62d5d491bb826c703776c76e0fb320391750db5bd310e2e87294546fd176c03b,XXXXXX8292,retail_data2,Electronics,250000,1187500.0
5505,1405,Victoria Castaneda,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-09-03 00:00:00,4,Upi,0.35,successful,2025-09-03,2025,9,September,Q3,924359709965a6b5de5eb9431fab33d8b8c132c34b8a0630287439e96164ad8d,XXXXXX8787,retail_data2,Electronics,250000,650000.0
5506,1924,William Hopkins,106,80000.0,Sofa,Furniture,offline,Delhi,05-25-2025,1,Netbanking,0.15,successful,2025-05-25,2025,5,May,Q2,cc5b5b3cb76d1f2bf0e01c5fca8bf7506615b7295e1a6c35fb23f03bb4ef7464,XXXXXX3514,retail_data2,Furniture,80000,68000.0
5507,1730,Danielle Hutchinson,102,70000.0,Phone,Electronics,online,Delhi,2025-06-08 00:00:00,3,Upi,0.4,successful,2025-06-08,2025,6,June,Q2,279af26d418dc4fc9eae0e97f31d0f4f06320c44af0c47c84f4ce6c31e04bfec,XXXXXX2434,retail_data2,Electronics,70000,126000.0
5508,1712,Kara Rogers,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,07-30-2025,4,Cash,0.4,successful,2025-07-30,2025,7,July,Q3,f0e2e18451c29aeaee93782ff004cb802d8f20abb771646e3220c7e4af087650,XXXXXX7706,retail_data2,Home Appliances,65000,156000.0
5509,1439,Tyrone Brown,102,70000.0,Phone,Electronics,online,Chennai,2025-06-02 00:00:00,1,Cash,0.05,successful,2025-06-02,2025,6,June,Q2,6e267d22d3ca8cacccb36ddcd480a3bcbe944e83992110915872ee49a7985891,XXXXXX5474,retail_data2,Electronics,70000,66500.0
5510,1452,Diana Olson,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-02-14 00:00:00,1,Card,0.2,successful,2026-02-14,2026,2,February,Q1,4dc1e71f552ad4398c2629129d22a745801e181fe00d4b9fecd2f1f5094f5379,XXXXXX7350,retail_data2,Home Appliances,15000,12000.0
5511,1043,Kelly Johnson,105,45000.0,TV,Electronics,online,Bangalore,2025-04-26 00:00:00,2,Card,0.3,successful,2025-04-26,2025,4,April,Q2,d5fde0a44fae32f3165cd29b981283f3b825d9cc9f898ed63096f915ac01b21b,XXXXXX1890,retail_data2,Electronics,45000,63000.0
5512,1724,Kelly Adams,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-01-02 00:00:00,3,Upi,0.15,successful,2026-01-02,2026,1,January,Q1,4eece76e88a4d88ab3afcb5ca0ef2d3bb1361c6f9c0a103079165e52e5bb0ddb,XXXXXX7165,retail_data2,Electronics,250000,637500.0
5513,1042,Richard Nguyen,105,45000.0,TV,Electronics,online,Delhi,2025-02-05 00:00:00,5,Cash,0.3,successful,2025-02-05,2025,2,February,Q1,c4ce9bf9af924bd3b89a4581a8a407bd120c810cce6d3ef1ff0137bb95b8529c,XXXXXX7291,retail_data2,Electronics,45000,157500.0
5514,1784,Jason Chavez,103,1300.0,Shirt,Clothing,online,Mumbai,2025-06-30 00:00:00,3,Card,0.1,successful,2025-06-30,2025,6,June,Q2,36016425d88459cb45bb0bfe2841df1e5aff19070991b4361fbeca98911af03d,XXXXXX1742,retail_data2,Clothing,1300,3510.0
5515,1969,Christopher Hicks,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-08-27 00:00:00,4,Upi,0.3,successful,2025-08-27,2025,8,August,Q3,e517050f48d7f58d34f4b72cf57dc274cd7e8b3d6ba6a6fd02390a313165d984,XXXXXX3284,retail_data2,Electronics,250000,700000.0
5516,1885,Emma Wolf,102,70000.0,Phone,Electronics,offline,Bangalore,2026-11-02 00:00:00,4,Cash,0.4,successful,2026-11-02,2026,11,November,Q4,6f1f7ef1a5e77c480bd0c668e5fa2a48c555649d4c26163421b19ab5c23e1be9,XXXXXX3263,retail_data2,Electronics,70000,168000.0
5517,1332,Laura Werner,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-08-14 00:00:00,2,Upi,0.35,successful,2025-08-14,2025,8,August,Q3,d0840b513b03544724d6113a95724298f81bb0f3a64fd48d81ec3bb0fd8cf078,XXXXXX1950,retail_data2,Furniture,80000,104000.0
5518,1724,Kelly Adams,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-07-22 00:00:00,1,Card,0.35,successful,2025-07-22,2025,7,July,Q3,4eece76e88a4d88ab3afcb5ca0ef2d3bb1361c6f9c0a103079165e52e5bb0ddb,XXXXXX7165,retail_data2,Electronics,250000,162500.0
5519,1949,Michael Williams,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-04-02 00:00:00,2,Cash,0.35,successful,2026-04-02,2026,4,April,Q2,103dff30ac12351fe3ef4c9471c09ae2439cc1796cb3558d0f3468a4f4ef128f,XXXXXX2053,retail_data2,Electronics,250000,325000.0
5520,1866,Michelle Mitchell,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-10-08 00:00:00,5,Netbanking,0.15,successful,2025-10-08,2025,10,October,Q4,3a12df97616831be66f9df95a1b232192bc1a68487d15a348de052166110cccb,XXXXXX5684,retail_data2,Clothing,1300,5525.0
5521,1449,Alan Keith,102,70000.0,Phone,Electronics,online,Delhi,2025-09-17 00:00:00,5,Netbanking,0.15,successful,2025-09-17,2025,9,September,Q3,654c82959668dc8bc494935bd48df5fd0d15fb49c7791957a260e7a642906439,XXXXXX2405,retail_data2,Electronics,70000,297500.0
5522,1032,Kurt Harrison,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-06-09 00:00:00,3,Upi,0.1,successful,2025-06-09,2025,6,June,Q2,2bd1be5e53166db8a91f4280491d4d9a920a8541bc77e8e213d078c23cc2d2a6,XXXXXX8094,retail_data2,Home Appliances,15000,40500.0
5523,1090,Richard Walker,106,80000.0,Sofa,Furniture,offline,Chennai,2025-10-26 00:00:00,5,Netbanking,0.25,successful,2025-10-26,2025,10,October,Q4,37afdd9f81fa161d07b3a464b02bff36e3cb7618d1662f4fc2b5d0e36ec78f61,XXXXXX1158,retail_data2,Furniture,80000,300000.0
5524,1372,Timothy Hendrix,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,07-18-2025,1,Cash,0.15,successful,2025-07-18,2025,7,July,Q3,b22bafe1cfda043dc0cb8e8046e2e5b90186dd398d887940f89b87c44f25f8ac,XXXXXX2473,retail_data2,Home Appliances,15000,12750.0
5525,1313,Sandra Murphy,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-12-19 00:00:00,4,Netbanking,0.05,successful,2025-12-19,2025,12,December,Q4,264c6d93a1301108b3f2d55aef92de4808f97c7b8b03c4ec10cd9d57e83a118d,XXXXXX2200,retail_data2,Home Appliances,65000,247000.0
5526,1382,Natalie Daniels,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-06-05 00:00:00,3,Upi,0.4,successful,2025-06-05,2025,6,June,Q2,754a87f7c5d713b8c134155a50bf95e02d18876a76304dbabcedd6794eb7a8dd,XXXXXX6506,retail_data2,Home Appliances,65000,117000.0
5527,1293,James Crawford,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-10-20 00:00:00,2,Upi,0.4,successful,2025-10-20,2025,10,October,Q4,0b978a276a0d621e1757bf43af3fd0084a995475a78814fdfb34aeb5e7dc4797,XXXXXX6088,retail_data2,Home Appliances,45000,54000.0
5528,1895,Teresa Anthony,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-04-18 00:00:00,4,Card,0.4,successful,2025-04-18,2025,4,April,Q2,148385e7b7d37dfb01e6275d8f971a8f2dee9aad556c15f4ddd4648cb4154200,XXXXXX8425,retail_data2,Home Appliances,15000,36000.0
5529,1094,Kathleen Davis,103,1300.0,Shirt,Clothing,online,Delhi,2026-07-02 00:00:00,5,Card,0.25,successful,2026-07-02,2026,7,July,Q3,2232173fea79e9d8b7a1bf49eb546fcea011c90f3fd5e64eece136569acefbbe,XXXXXX3077,retail_data2,Clothing,1300,4875.0
5530,1484,Cindy Long,109,65000.0,Refrigerator,Home Appliances,online,Delhi,07-19-2025,4,Netbanking,0.4,successful,2025-07-19,2025,7,July,Q3,aa76b7c27c7eaaac09602a53884ce1d47e021344370bb1b79dc45741ae97d03e,XXXXXX0665,retail_data2,Home Appliances,65000,156000.0
5531,1023,Joseph Thomas,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-06-23 00:00:00,3,Upi,0.2,successful,2025-06-23,2025,6,June,Q2,cb963a0789daa77575a681e3c92a9424309fc8accfa58299249a9a56ca33a634,XXXXXX4125,retail_data2,Home Appliances,45000,108000.0
5533,1364,Danielle Davis,109,65000.0,Refrigerator,Home Appliances,online,Delhi,03-27-2026,5,Netbanking,0.2,successful,2026-03-27,2026,3,March,Q1,b25d1dfc9739923d8550dbc267128639cd6094c2799dd10cd6bb8b482d627c35,XXXXXX0412,retail_data2,Home Appliances,65000,260000.0
5534,1599,Breanna Clements,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-07-16 00:00:00,3,Cash,0.05,successful,2025-07-16,2025,7,July,Q3,fad75918f5cc395d405fa19f8a075a4f77b873b65b9a86ebfed2e05564a10acd,XXXXXX3233,retail_data2,Electronics,250000,712500.0
5535,1818,Brooke Miles,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-03-13 00:00:00,4,Netbanking,0.3,successful,2026-03-13,2026,3,March,Q1,8bb87edce64e54c89aaf45d8cbc86d987d4a1128be578e5f4922069bba2d1647,XXXXXX2946,retail_data2,Electronics,250000,700000.0
5536,1253,Dawn Ward,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-09-17 00:00:00,2,Netbanking,0.2,successful,2025-09-17,2025,9,September,Q3,3551c7078aa0afba1fcecef08166a5b5f0e7db0069d18a790d4f2591f9ee449a,XXXXXX0767,retail_data2,Home Appliances,65000,104000.0
5537,1553,Brandon Terry,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-01-08 00:00:00,1,Upi,0.3,successful,2026-01-08,2026,1,January,Q1,6b4987bee251294905044ee472fd58379ed6c318d8bd397bc4f7259549533a18,XXXXXX8444,retail_data2,Clothing,8000,5600.0
5538,1306,Curtis Knight,109,65000.0,Refrigerator,Home Appliances,online,Delhi,11-15-2025,3,Upi,0.05,successful,2025-11-15,2025,11,November,Q4,a17b7484d23b6633b00a72aceadc3d8fee354ff35477b1d41b80e83029ad7cd4,XXXXXX6389,retail_data2,Home Appliances,65000,185250.0
5539,1767,Chelsea Booth,101,250000.0,Laptop,Electronics,online,Bangalore,2025-09-06 00:00:00,1,Cash,0.25,successful,2025-09-06,2025,9,September,Q3,06015bd07ff2b647ee3cbccf8a27ac26daebbf00846c7154f8873bc8ed68e091,XXXXXX0906,retail_data2,Electronics,250000,187500.0
5540,1710,Dale Black,106,80000.0,Sofa,Furniture,offline,Chennai,2025-03-09 00:00:00,3,Upi,0.1,successful,2025-03-09,2025,3,March,Q1,b606ca3af81208d33eb79c945ffdde48106524061283f3e407aabf4121f445b9,XXXXXX5080,retail_data2,Furniture,80000,216000.0
5541,1763,Daniel Washington,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-12-18 00:00:00,4,Card,0.1,successful,2025-12-18,2025,12,December,Q4,b5ca0d1de6fe522772ce414e96aab6663ad5fefd0ad3577d7f0eb6a45c77c009,XXXXXX1022,retail_data2,Furniture,50000,180000.0
5542,1263,Morgan Daniel,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-04-04 00:00:00,2,Upi,0.25,successful,2026-04-04,2026,4,April,Q2,dcc1458cd2c70f8ee6e19ce19b049b16b8921282c31f818ffa7f7b0f11414403,XXXXXX9648,retail_data2,Home Appliances,15000,22500.0
5543,1391,James Williams,104,8000.0,Shoes,Clothing,online,Hyderabad,01-26-2026,1,Cash,0.35,successful,2026-01-26,2026,1,January,Q1,aa1848c31d93e9b2ecd7c436f5289abc09e45894ece2bc5657eb532da23c4b86,XXXXXX5281,retail_data2,Clothing,8000,5200.0
5544,1578,Alexander Peterson,102,70000.0,Phone,Electronics,offline,Chennai,2026-02-09 00:00:00,3,Card,0.2,successful,2026-02-09,2026,2,February,Q1,95c6dc2fdfff954058941a9f8e29b97f328763666029a7b406377abcc0fbe1fd,XXXXXX5309,retail_data2,Electronics,70000,168000.0
5545,1936,Lisa Wiggins,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-11-08 00:00:00,2,Upi,0.25,successful,2025-11-08,2025,11,November,Q4,58b03e15a50455d3b726956aff343172fcafc4d017c572a1f8069c6c1a30a007,XXXXXX0325,retail_data2,Home Appliances,45000,67500.0
5546,1439,Tyrone Brown,103,1300.0,Shirt,Clothing,offline,Chennai,2025-08-06 00:00:00,3,Netbanking,0.4,successful,2025-08-06,2025,8,August,Q3,6e267d22d3ca8cacccb36ddcd480a3bcbe944e83992110915872ee49a7985891,XXXXXX5474,retail_data2,Clothing,1300,2340.0
5547,1384,Hayley Anthony,105,45000.0,TV,Electronics,offline,Mumbai,2025-05-09 00:00:00,2,Upi,0.25,successful,2025-05-09,2025,5,May,Q2,ded41368872775ec255b83e22c408c3e4f9ed9f5bdcb57c4036f3ab6c26d6681,XXXXXX7407,retail_data2,Electronics,45000,67500.0
5548,1518,Janet Norman,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-04-15 00:00:00,1,Cash,0.4,successful,2026-04-15,2026,4,April,Q2,d1deb95b2f2f1a4c37a7f0c0e0a83ed39339891cc4ce1f8b802f10e1df27f8d0,XXXXXX4439,retail_data2,Electronics,250000,150000.0
5549,1786,Amy Mckinney,103,1300.0,Shirt,Clothing,online,Delhi,2025-08-09 00:00:00,2,Cash,0.3,successful,2025-08-09,2025,8,August,Q3,285cd7b8be0ffb1901f83c4ab4b016a2e816196d7336903841e25ec4559fa25c,XXXXXX7587,retail_data2,Clothing,1300,1820.0
5550,1456,Edwin Valenzuela,107,50000.0,Dining Table,Furniture,online,Delhi,2026-02-22 00:00:00,1,Cash,0.25,successful,2026-02-22,2026,2,February,Q1,6688c8117fdf8a909033588bdac0e7b0d7f837829df30038afd1d569a167556b,XXXXXX9065,retail_data2,Furniture,50000,37500.0
5551,1004,Sean Davis,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-12-29 00:00:00,5,Upi,0.15,successful,2025-12-29,2025,12,December,Q4,fa1e54c9bf11676adfa9d9c96df8d1af6379965fc86aaaa8ced8bfead6e723ca,XXXXXX6489,retail_data2,Furniture,50000,212500.0
5552,1106,Evan Hall,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-12-14 00:00:00,3,Upi,0.05,successful,2025-12-14,2025,12,December,Q4,685d2cdd7d2e184c12c9673ab09a204a209af6729d6656b486668b57679c83d1,XXXXXX1544,retail_data2,Home Appliances,15000,42750.0
5553,1491,Jeremy Garcia,106,80000.0,Sofa,Furniture,offline,Mumbai,2026-01-25 00:00:00,1,Cash,0.3,successful,2026-01-25,2026,1,January,Q1,4410929458dce578a4911d4c0e3e446e0a6a8ee237678a27d3c6871ee1040bbf,XXXXXX2584,retail_data2,Furniture,80000,56000.0
5554,1491,Jeremy Garcia,106,80000.0,Sofa,Furniture,online,Mumbai,2025-03-08 00:00:00,2,Netbanking,0.35,successful,2025-03-08,2025,3,March,Q1,4410929458dce578a4911d4c0e3e446e0a6a8ee237678a27d3c6871ee1040bbf,XXXXXX2584,retail_data2,Furniture,80000,104000.0
